,residue,split,target
2764,6hag.A.40,train,False
2765,6hag.A.41,train,False
2766,6hag.A.42,train,False
2767,6hag.A.43,train,False
2768,4k31.C.3,train,True
2769,4k31.C.2,train,True
2770,4k31.C.4,train,True
2771,4k31.C.5,train,True
2772,4k31.C.6,train,True
2773,4k31.C.7,train,True
2774,4k31.C.8,train,True
2775,4k31.C.9,train,True
2776,4k31.C.10,train,True
2777,4k31.C.11,train,True
2778,4k31.C.12,train,True
2779,4k31.C.13,train,True
2780,4k31.C.14,train,True
2781,4k31.C.15,train,True
2782,4k31.C.16,train,True
2783,4k31.C.17,train,True
2784,4k31.C.18,train,True
2785,4k31.C.19,train,True
2786,4k31.C.20,train,True
2787,4k31.C.21,train,True
2788,4k31.C.22,train,True
2789,4k31.C.23,train,False
2790,3skt.A.25,train,False
2791,3skt.A.24,train,True
2792,3skt.A.26,train,False
2793,3skt.A.27,train,False
2794,3skt.A.28,train,False
2795,3skt.A.29,train,True
2796,3skt.A.30,train,True
2797,3skt.A.31,train,True
2798,3skt.A.32,train,True
2799,3skt.A.33,train,True
2800,3skt.A.34,train,True
2801,3skt.A.35,train,True
2802,3skt.A.36,train,False
2803,3skt.A.37,train,False
2804,3skt.A.38,train,False
2805,3skt.A.39,train,False
2806,3skt.A.40,train,True
2807,3skt.A.41,train,True
2808,3skt.A.42,train,True
2809,3skt.A.43,train,True
2810,3skt.A.44,train,True
2811,3skt.A.45,train,True
2812,3skt.A.46,train,True
2813,3skt.A.47,train,True
2814,3skt.A.48,train,True
2815,3skt.A.49,train,True
2816,3skt.A.50,train,False
2817,3skt.A.51,train,False
2818,3skt.A.52,train,False
2819,3skt.A.53,train,False
2820,3skt.A.54,train,True
2821,3skt.A.55,train,True
2822,3skt.A.56,train,True
2823,3skt.A.57,train,True
2824,3skt.A.58,train,True
2825,3skt.A.59,train,True
2826,3skt.A.60,train,True
2827,3skt.A.61,train,True
2828,3skt.A.62,train,True
2829,3skt.A.63,train,True
2830,3skt.A.64,train,True
2831,3skt.A.65,train,True
2832,3skt.A.66,train,False
2833,3skt.A.67,train,False
2834,3skt.A.68,train,False
2835,3skt.A.69,train,True
2836,3skt.A.70,train,True
2837,3skt.A.71,train,True
2838,3skt.A.72,train,True
2839,3skt.A.73,train,True
2840,3skt.A.74,train,True
2841,3skt.A.75,train,True
2842,3skt.A.76,train,True
2843,3skt.A.77,train,True
2844,3skt.A.78,train,False
2845,3skt.A.79,train,True
2846,3skt.A.80,train,True
2847,3skt.A.81,train,True
2848,3skt.A.82,train,True
2849,3skt.A.83,train,True
2850,3skt.A.84,train,True
2851,3skt.A.85,train,False
2852,3skt.A.86,train,True
2853,3skt.A.87,train,True
2854,3skt.A.88,train,False
2855,4pcj.A.2,train,True
2856,4pcj.A.1,train,True
2857,4pcj.A.3,train,True
2858,4pcj.A.4,train,True
2859,4pcj.A.5,train,False
2860,4pcj.A.6,train,False
2861,4pcj.A.7,train,True
2862,4pcj.A.8,train,True
2863,4pcj.A.9,train,True
2864,4pcj.A.10,train,True
2865,4pcj.A.11,train,True
2866,4pcj.A.12,train,True
2867,4pcj.A.13,train,True
2868,4pcj.A.14,train,False
2869,4pcj.A.15,train,True
2870,4pcj.A.16,train,True
2871,4pcj.A.17,train,True
2872,4pcj.A.18,train,False
2873,4pcj.A.19,train,False
2874,4pcj.A.20,train,True
2875,4pcj.A.21,train,True
2876,4pcj.A.22,train,True
2877,4pcj.A.23,train,False
2878,4pcj.A.24,train,True
2879,4pcj.A.25,train,True
2880,4pcj.A.26,train,False
2881,4pcj.A.27,train,False
2882,4pcj.A.28,train,True
2883,4pcj.A.29,train,True
2884,4pcj.A.30,train,True
2885,4pcj.A.31,train,True
2886,4pcj.A.32,train,True
2887,4pcj.A.33,train,True
2888,4pcj.A.34,train,False
2889,4pcj.A.35,train,False
2890,2quw.B.14,train,True
2891,2quw.B.13,train,True
2892,2quw.B.15,train,True
2893,2quw.B.16,train,True
2894,2quw.B.17,train,True
2895,2quw.B.18,train,True
2896,2quw.B.19,train,False
2897,2quw.B.20,train,False
2898,2quw.B.21,train,True
2899,2quw.B.22,train,True
2900,2quw.B.23,train,True
2901,2quw.B.24,train,True
2902,2quw.B.25,train,False
2903,2quw.B.26,train,True
2904,2quw.B.27,train,True
2905,2quw.B.28,train,True
2906,2quw.B.29,train,True
2907,2quw.B.30,train,True
2908,2quw.B.31,train,False
2909,2quw.B.32,train,False
2910,2quw.B.33,train,False
2911,2quw.B.34,train,True
2912,2quw.B.35,train,False
2913,2quw.B.36,train,False
2914,2quw.B.37,train,True
2915,2quw.B.38,train,True
2916,2quw.B.39,train,True
2917,2quw.B.40,train,False
2918,2quw.B.41,train,False
2919,2quw.B.42,train,False
2920,2quw.B.43,train,False
2921,2quw.B.44,train,True
2922,2quw.B.45,train,True
2923,2quw.B.46,train,True
2924,2quw.B.47,train,True
2925,2quw.B.48,train,True
2926,2quw.B.49,train,False
2927,2quw.B.50,train,True
2928,2quw.B.51,train,True
2929,2quw.B.52,train,True
2930,2quw.B.53,train,False
2931,2quw.B.54,train,True
2932,2quw.B.55,train,True
2933,2quw.B.56,train,True
2934,2quw.B.57,train,True
2935,2quw.B.58,train,True
2936,2quw.B.59,train,False
2937,2quw.B.60,train,False
2938,2quw.B.61,train,False
2939,2quw.B.62,train,False
2940,2quw.B.63,train,True
2941,2quw.B.64,train,True
2942,2quw.B.65,train,True
2943,2quw.B.66,train,True
2944,2quw.B.67,train,True
2945,2quw.B.68,train,False
2946,2quw.B.69,train,False
2947,4frg.X.2,train,False
2948,4frg.X.1,train,False
2949,4frg.X.3,train,True
2950,4frg.X.4,train,True
2951,4frg.X.5,train,True
2952,4frg.X.6,train,True
2953,4frg.X.7,train,True
2954,4frg.X.8,train,True
2955,4frg.X.9,train,True
2956,4frg.X.10,train,True
2957,4frg.X.11,train,True
2958,4frg.X.12,train,True
2959,4frg.X.13,train,True
2960,4frg.X.14,train,True
2961,4frg.X.15,train,True
2962,4frg.X.16,train,True
2963,4frg.X.17,train,True
2964,4frg.X.18,train,True
2965,4frg.X.19,train,True
2966,4frg.X.20,train,True
2967,4frg.X.21,train,True
2968,4frg.X.22,train,False
2969,4frg.X.23,train,False
2970,4frg.X.24,train,False
2971,4frg.X.25,train,True
2972,4frg.X.26,train,True
2973,4frg.X.27,train,True
2974,4frg.X.28,train,False
2975,4frg.X.29,train,True
2976,4frg.X.30,train,True
2977,4frg.X.31,train,True
2978,4frg.X.32,train,True
2979,4frg.X.33,train,True
2980,4frg.X.34,train,True
2981,4frg.X.35,train,True
2982,4frg.X.36,train,True
2983,4frg.X.37,train,True
2984,4frg.X.38,train,True
2985,4frg.X.39,train,True
2986,4frg.X.40,train,True
2987,4frg.X.41,train,True
2988,4frg.X.42,train,True
2989,4frg.X.43,train,True
2990,4frg.X.44,train,True
2991,4frg.X.45,train,True
2992,4frg.X.46,train,True
2993,4frg.X.47,train,True
2994,4frg.X.48,train,True
2995,4frg.X.49,train,True
2996,4frg.X.50,train,False
2997,4frg.X.51,train,True
2998,4frg.X.52,train,True
2999,4frg.X.53,train,True
3000,4frg.X.54,train,True
3001,4frg.X.55,train,True
3002,4frg.X.56,train,True
3003,4frg.X.57,train,True
3004,4frg.X.58,train,True
3005,4frg.X.59,train,True
3006,4frg.X.60,train,True
3007,4frg.X.61,train,False
3008,4frg.X.62,train,False
3009,4frg.X.63,train,True
3010,4frg.X.64,train,True
3011,4frg.X.65,train,False
3012,4frg.X.66,train,True
3013,4frg.X.67,train,False
3014,4frg.X.68,train,False
3015,4frg.X.69,train,False
3016,4frg.X.70,train,True
3017,4frg.X.71,train,True
3018,4frg.X.72,train,True
3019,4frg.X.73,train,True
3020,4frg.X.74,train,True
3021,4frg.X.75,train,True
3022,4frg.X.76,train,False
3023,4frg.X.77,train,False
3024,4frg.X.78,train,False
3025,4frg.X.79,train,True
3026,4frg.X.80,train,True
3027,4frg.X.81,train,True
3028,4frg.X.82,train,False
3029,4frg.X.83,train,False
3030,4frg.X.84,train,False
3031,3tzr.A.49,train,True
3032,3tzr.A.48,train,False
3033,3tzr.A.50,train,True
3034,3tzr.A.51,train,True
3035,3tzr.A.52,train,True
3036,3tzr.A.53,train,True
3037,3tzr.A.54,train,True
3038,3tzr.A.55,train,True
3039,3tzr.A.56,train,True
3040,3tzr.A.57,train,True
3041,3tzr.A.58,train,True
3042,3tzr.A.59,train,True
3043,3tzr.A.60,train,True
3044,3tzr.A.61,train,False
3045,3tzr.A.62,train,False
3046,3tzr.A.63,train,False
3047,3tzr.A.64,train,False
3048,3tzr.A.65,train,True
3049,3tzr.A.66,train,True
3050,3tzr.A.67,train,True
3051,1fyp.A.2,train,True
3052,1fyp.A.1,train,True
3053,1fyp.A.3,train,True
3054,1fyp.A.4,train,True
3055,1fyp.A.5,train,True
3056,1fyp.A.6,train,True
3057,1fyp.A.7,train,True
3058,1fyp.A.8,train,True
3059,1fyp.A.9,train,True
3060,1fyp.A.10,train,True
3061,1fyp.A.11,train,False
3062,1fyp.A.12,train,False
3063,1fyp.A.13,train,False
3064,1fyp.A.14,train,False
3065,1fyp.A.15,train,False
3066,1fyp.A.16,train,True
3067,1fyp.A.17,train,True
3068,1fyp.A.18,train,True
3069,1fyp.A.19,train,True
3070,1fyp.A.20,train,True
3071,1fyp.A.21,train,True
3072,1fyp.A.22,train,True
3073,1fyp.A.23,train,True
3074,1fyp.A.24,train,True
3075,1fyp.A.25,train,True
3076,1fyp.A.26,train,False
3077,1fyp.A.27,train,False
3078,1hr2.A.104,train,False
3079,1hr2.A.103,train,False
3080,1hr2.A.105,train,False
3081,1hr2.A.106,train,False
3082,1hr2.A.107,train,False
3083,1hr2.A.108,train,False
3084,1hr2.A.109,train,False
3085,1hr2.A.110,train,True
3086,1hr2.A.111,train,True
3087,1hr2.A.112,train,True
3088,1hr2.A.113,train,True
3089,1hr2.A.114,train,True
3090,1hr2.A.115,train,True
3091,1hr2.A.116,train,True
3092,1hr2.A.117,train,True
3093,1hr2.A.118,train,True
3094,1hr2.A.119,train,True
3095,1hr2.A.120,train,True
3096,1hr2.A.121,train,True
3097,1hr2.A.122,train,False
3098,1hr2.A.123,train,False
3099,1hr2.A.124,train,True
3100,1hr2.A.125,train,True
3101,1hr2.A.126,train,False
3102,1hr2.A.127,train,True
3103,1hr2.A.128,train,True
3104,1hr2.A.129,train,True
3105,1hr2.A.130,train,False
3106,1hr2.A.131,train,False
3107,1hr2.A.132,train,False
3108,1hr2.A.133,train,False
3109,1hr2.A.134,train,True
3110,1hr2.A.135,train,True
3111,1hr2.A.136,train,True
3112,1hr2.A.137,train,False
3113,1hr2.A.138,train,False
3114,1hr2.A.139,train,True
3115,1hr2.A.140,train,False
3116,1hr2.A.141,train,False
3117,1hr2.A.142,train,True
3118,1hr2.A.143,train,True
3119,1hr2.A.144,train,True
3120,1hr2.A.145,train,True
3121,1hr2.A.146,train,False
3122,1hr2.A.147,train,True
3123,1hr2.A.148,train,True
3124,1hr2.A.149,train,True
3125,1hr2.A.150,train,True
3126,1hr2.A.151,train,False
3127,1hr2.A.152,train,False
3128,1hr2.A.153,train,False
3129,1hr2.A.154,train,True
3130,1hr2.A.155,train,True
3131,1hr2.A.156,train,True
3132,1hr2.A.157,train,True
3133,1hr2.A.158,train,True
3134,1hr2.A.159,train,True
3135,1hr2.A.160,train,True
3136,1hr2.A.161,train,True
3137,1hr2.A.162,train,True
3138,1hr2.A.163,train,True
3139,1hr2.A.164,train,True
3140,1hr2.A.165,train,True
3141,1hr2.A.166,train,True
3142,1hr2.A.167,train,True
3143,1hr2.A.168,train,True
3144,1hr2.A.169,train,False
3145,1hr2.A.170,train,True
3146,1hr2.A.171,train,True
3147,1hr2.A.172,train,True
3148,1hr2.A.173,train,True
3149,1hr2.A.174,train,True
3150,1hr2.A.175,train,True
3151,1hr2.A.176,train,True
3152,1hr2.A.177,train,True
3153,1hr2.A.178,train,True
3154,1hr2.A.179,train,False
3155,1hr2.A.180,train,True
3156,1hr2.A.181,train,True
3157,1hr2.A.182,train,True
3158,1hr2.A.183,train,True
3159,1hr2.A.184,train,True
3160,1hr2.A.185,train,True
3161,1hr2.A.186,train,True
3162,1hr2.A.187,train,True
3163,1hr2.A.188,train,True
3164,1hr2.A.189,train,False
3165,1hr2.A.190,train,True
3166,1hr2.A.191,train,True
3167,1hr2.A.192,train,True
3168,1hr2.A.193,train,True
3169,1hr2.A.194,train,True
3170,1hr2.A.195,train,True
3171,1hr2.A.196,train,False
3172,1hr2.A.197,train,False
3173,1hr2.A.198,train,False
3174,1hr2.A.199,train,False
3175,1hr2.A.200,train,True
3176,1hr2.A.201,train,True
3177,1hr2.A.202,train,True
3178,1hr2.A.203,train,True
3179,1hr2.A.204,train,True
3180,1hr2.A.205,train,True
3181,1hr2.A.206,train,True
3182,1hr2.A.207,train,False
3183,1hr2.A.208,train,True
3184,1hr2.A.211,train,False
3185,1hr2.A.210,train,False
3186,1hr2.A.212,train,True
3187,1hr2.A.213,train,True
3188,1hr2.A.214,train,False
3189,1hr2.A.215,train,False
3190,1hr2.A.216,train,False
3191,1hr2.A.217,train,False
3192,1hr2.A.218,train,False
3193,1hr2.A.219,train,False
3194,1hr2.A.220,train,False
3195,1hr2.A.221,train,False
3196,1hr2.A.222,train,False
3197,1hr2.A.223,train,False
3198,1hr2.A.224,train,False
3199,1hr2.A.225,train,True
3200,1hr2.A.226,train,False
3201,1hr2.A.227,train,False
3202,1hr2.A.228,train,False
3203,1hr2.A.229,train,True
3204,1hr2.A.230,train,True
3205,1hr2.A.231,train,True
3206,1hr2.A.232,train,False
3207,1hr2.A.233,train,False
3208,1hr2.A.234,train,False
3209,1hr2.A.235,train,False
3210,1hr2.A.236,train,False
3211,1hr2.A.237,train,False
3212,1hr2.A.238,train,False
3213,1hr2.A.239,train,False
3214,1hr2.A.240,train,False
3215,1hr2.A.241,train,True
3216,1hr2.A.242,train,True
3217,1hr2.A.243,train,True
3218,1hr2.A.244,train,True
3219,1hr2.A.245,train,True
3220,1hr2.A.246,train,True
3221,1hr2.A.247,train,True
3222,1hr2.A.248,train,True
3223,1hr2.A.249,train,True
3224,1hr2.A.250,train,True
3225,1hr2.A.251,train,True
3226,1hr2.A.252,train,True
3227,1hr2.A.253,train,True
3228,1hr2.A.254,train,True
3229,1hr2.A.255,train,True
3230,1hr2.A.256,train,True
3231,1hr2.A.257,train,True
3232,1hr2.A.258,train,False
3233,1hr2.A.259,train,False
3234,1hr2.A.260,train,False
3235,4xw7.A.2,train,True
3236,4xw7.A.1,train,True
3237,4xw7.A.3,train,False
3238,4xw7.A.4,train,False
3239,4xw7.A.5,train,False
3240,4xw7.A.6,train,True
3241,4xw7.A.7,train,True
3242,4xw7.A.8,train,True
3243,4xw7.A.9,train,True
3244,4xw7.A.10,train,True
3245,4xw7.A.11,train,True
3246,4xw7.A.12,train,True
3247,4xw7.A.13,train,True
3248,4xw7.A.14,train,True
3249,4xw7.A.15,train,False
3250,4xw7.A.16,train,False
3251,4xw7.A.17,train,True
3252,4xw7.A.18,train,True
3253,4xw7.A.19,train,True
3254,4xw7.A.20,train,True
3255,4xw7.A.21,train,True
3256,4xw7.A.22,train,True
3257,4xw7.A.23,train,True
3258,4xw7.A.24,train,True
3259,4xw7.A.25,train,True
3260,4xw7.A.26,train,True
3261,4xw7.A.27,train,False
3262,4xw7.A.28,train,True
3263,4xw7.A.29,train,True
3264,4xw7.A.30,train,True
3265,4xw7.A.31,train,True
3266,4xw7.A.32,train,True
3267,4xw7.A.33,train,True
3268,4xw7.A.34,train,False
3269,4xw7.A.35,train,False
3270,4xw7.A.36,train,True
3271,4xw7.A.37,train,True
3272,4xw7.A.38,train,True
3273,4xw7.A.39,train,True
3274,4xw7.A.40,train,True
3275,4xw7.A.41,train,True
3276,4xw7.A.42,train,False
3277,4xw7.A.43,train,False
3278,4xw7.A.44,train,False
3279,4xw7.A.45,train,True
3280,4xw7.A.46,train,True
3281,4xw7.A.47,train,True
3282,4xw7.A.48,train,True
3283,4xw7.A.49,train,True
3284,4xw7.A.50,train,True
3285,4xw7.A.51,train,False
3286,4xw7.A.52,train,True
3287,4xw7.A.53,train,False
3288,4xw7.A.54,train,True
3289,4xw7.A.55,train,True
3290,4xw7.A.56,train,True
3291,4xw7.A.57,train,True
3292,4xw7.A.58,train,True
3293,4xw7.A.59,train,True
3294,4xw7.A.60,train,True
3295,4xw7.A.61,train,True
3296,4xw7.A.62,train,True
3297,4xw7.A.63,train,True
3298,4xw7.A.64,train,True
3299,5bjo.E.2,test,False
3300,5bjo.E.1,test,False
3301,5bjo.E.3,test,False
3302,5bjo.E.4,test,False
3303,5bjo.E.5,test,False
3304,5bjo.E.6,test,True
3305,5bjo.E.7,test,True
3306,5bjo.E.8,test,True
3307,5bjo.E.9,test,True
3308,5bjo.E.10,test,True
3309,5bjo.E.11,test,True
3310,5bjo.E.12,test,True
3311,5bjo.E.13,test,True
3312,5bjo.E.14,test,True
3313,5bjo.E.15,test,True
3314,5bjo.E.16,test,True
3315,5bjo.E.17,test,False
3316,5bjo.E.18,test,True
3317,5bjo.E.19,test,False
3318,5bjo.E.20,test,True
3319,5bjo.E.21,test,True
3320,5bjo.E.22,test,True
3321,5bjo.E.23,test,True
3322,5bjo.E.24,test,False
3323,5bjo.E.25,test,True
3324,5bjo.E.26,test,True
3325,5bjo.E.27,test,True
3326,5bjo.E.28,test,False
3327,5bjo.E.29,test,False
3328,5bjo.E.30,test,False
3329,5bjo.E.31,test,False
3330,5bjo.E.32,test,False
3331,5bjo.E.33,test,False
3332,5bjo.E.34,test,False
3333,5bjo.E.35,test,True
3334,5bjo.E.36,test,True
3335,5d5l.D.3,train,True
3336,5d5l.D.2,train,True
3337,5d5l.D.4,train,True
3338,5d5l.D.5,train,True
3339,5d5l.D.6,train,True
3340,5d5l.D.7,train,True
3341,5d5l.D.8,train,True
3342,5d5l.D.9,train,True
3343,5d5l.D.10,train,True
3344,5d5l.D.11,train,True
3345,5d5l.D.12,train,False
3346,5d5l.D.13,train,False
3347,5d5l.D.14,train,True
3348,5d5l.D.15,train,True
3349,5d5l.D.16,train,True
3350,5d5l.D.17,train,True
3351,5d5l.D.18,train,False
3352,5d5l.D.19,train,True
3353,5d5l.D.20,train,True
3354,5d5l.D.21,train,True
3355,5d5l.D.22,train,False
3356,5d5l.D.23,train,False
3357,5d5l.D.24,train,False
3358,5d5l.D.25,train,False
3359,5d5l.D.26,train,False
3360,5d5l.D.27,train,False
3361,5d5l.D.28,train,False
3362,5d5l.D.29,train,True
3363,5d5l.D.30,train,True
3364,5d5l.D.31,train,True
3365,5d5l.D.32,train,True
3366,5d5l.D.33,train,False
3367,5d5l.D.34,train,False
3368,5d5l.D.35,train,False
3369,5d5l.D.36,train,False
3370,5d5l.D.37,train,False
3371,5d5l.D.38,train,False
3372,5d5l.D.39,train,False
3373,5d5l.D.40,train,True
3374,5d5l.D.41,train,True
3375,5d5l.D.42,train,True
3376,5d5l.D.43,train,False
3377,5d5l.D.44,train,False
3378,5d5l.D.45,train,False
3379,5d5l.D.46,train,False
3380,5d5l.D.47,train,False
3381,5d5l.D.48,train,False
3382,5d5l.D.49,train,True
3383,5d5l.D.50,train,True
3384,5d5l.D.51,train,True
3385,5d5l.D.52,train,True
3386,5d5l.D.53,train,True
3387,5d5l.D.54,train,False
3388,5d5l.D.55,train,True
3389,5d5l.D.56,train,True
3390,5d5l.D.57,train,True
3391,5d5l.D.58,train,True
3392,5d5l.D.59,train,True
3393,5d5l.D.60,train,False
3394,5d5l.D.61,train,False
3395,5d5l.D.62,train,False
3396,5d5l.D.63,train,False
3397,5d5l.D.64,train,True
3398,5d5l.D.65,train,True
3399,5d5l.D.66,train,True
3400,5d5l.D.67,train,True
3401,5d5l.D.68,train,True
3402,5d5l.D.69,train,False
3403,5d5l.D.70,train,True
3404,5d5l.D.71,train,True
3405,5d5l.D.72,train,False
3406,5d5l.D.73,train,False
3407,5d5l.D.74,train,False
3408,5d5l.D.75,train,False
3409,5d5l.D.76,train,False
3410,5d5l.D.77,train,False
3411,1tob.A.2,train,False
3412,1tob.A.1,train,False
3413,1tob.A.3,train,False
3414,1tob.A.4,train,False
3415,1tob.A.5,train,False
3416,1tob.A.6,train,True
3417,1tob.A.7,train,True
3418,1tob.A.8,train,True
3419,1tob.A.9,train,True
3420,1tob.A.10,train,True
3421,1tob.A.11,train,True
3422,1tob.A.12,train,True
3423,1tob.A.13,train,True
3424,1tob.A.14,train,True
3425,1tob.A.15,train,True
3426,1tob.A.16,train,True
3427,1tob.A.17,train,True
3428,1tob.A.18,train,True
3429,1tob.A.19,train,True
3430,1tob.A.20,train,True
3431,1tob.A.21,train,True
3432,1tob.A.22,train,True
3433,1tob.A.23,train,False
3434,1tob.A.24,train,False
3435,1tob.A.25,train,False
3436,1tob.A.26,train,False
3437,1tob.A.27,train,False
3438,1qd3.A.18,train,False
3439,1qd3.A.17,train,False
3440,1qd3.A.19,train,True
3441,1qd3.A.20,train,True
3442,1qd3.A.21,train,True
3443,1qd3.A.22,train,True
3444,1qd3.A.23,train,True
3445,1qd3.A.24,train,True
3446,1qd3.A.25,train,True
3447,1qd3.A.26,train,True
3448,1qd3.A.27,train,True
3449,1qd3.A.28,train,False
3450,1qd3.A.29,train,False
3451,1qd3.A.30,train,False
3452,1qd3.A.31,train,False
3453,1qd3.A.32,train,False
3454,1qd3.A.33,train,False
3455,1qd3.A.34,train,False
3456,1qd3.A.35,train,False
3457,1qd3.A.36,train,False
3458,1qd3.A.37,train,False
3459,1qd3.A.38,train,False
3460,1qd3.A.39,train,False
3461,1qd3.A.40,train,True
3462,1qd3.A.41,train,True
3463,1qd3.A.42,train,True
3464,1qd3.A.43,train,True
3465,1qd3.A.44,train,True
3466,1qd3.A.45,train,False
3467,1f1t.A.2,train,False
3468,1f1t.A.1,train,False
3469,1f1t.A.3,train,False
3470,1f1t.A.4,train,False
3471,1f1t.A.5,train,False
3472,1f1t.A.6,train,False
3473,1f1t.A.7,train,True
3474,1f1t.A.8,train,True
3475,1f1t.A.9,train,False
3476,1f1t.A.10,train,True
3477,1f1t.A.11,train,False
3478,1f1t.A.12,train,True
3479,1f1t.A.13,train,True
3480,1f1t.A.14,train,True
3481,1f1t.A.15,train,True
3482,1f1t.A.16,train,True
3483,1f1t.A.17,train,False
3484,1f1t.A.18,train,True
3485,1f1t.A.19,train,True
3486,1f1t.A.20,train,False
3487,1f1t.A.21,train,True
3488,1f1t.A.22,train,True
3489,1f1t.A.23,train,True
3490,1f1t.A.24,train,True
3491,1f1t.A.25,train,False
3492,1f1t.A.26,train,False
3493,1f1t.A.27,train,True
3494,1f1t.A.28,train,True
3495,1f1t.A.29,train,True
3496,1f1t.A.30,train,True
3497,1f1t.A.31,train,True
3498,1f1t.A.32,train,False
3499,1f1t.A.33,train,True
3500,1f1t.A.34,train,True
3501,1f1t.A.35,train,True
3502,1f1t.A.36,train,False
3503,1f1t.A.37,train,False
3504,1f1t.A.38,train,False
3505,1yrj.A.2,train,False
3506,1yrj.A.1,train,False
3507,1yrj.A.3,train,False
3508,1yrj.A.4,train,True
3509,1yrj.A.5,train,True
3510,1yrj.A.6,train,True
3511,1yrj.A.7,train,True
3512,1yrj.A.8,train,True
3513,1yrj.A.9,train,True
3514,1yrj.A.10,train,True
3515,1yrj.A.11,train,False
3516,1yrj.A.12,train,False
3517,1yrj.A.13,train,False
3518,1yrj.A.14,train,True
3519,1yrj.A.15,train,True
3520,1yrj.A.16,train,True
3521,1yrj.A.17,train,True
3522,1yrj.A.18,train,True
3523,1yrj.A.19,train,True
3524,1yrj.A.20,train,True
3525,1yrj.A.21,train,True
3526,1yrj.A.22,train,False
3527,1yrj.A.23,train,False
3528,2lwk.A.2,train,False
3529,2lwk.A.1,train,False
3530,2lwk.A.3,train,False
3531,2lwk.A.4,train,False
3532,2lwk.A.5,train,False
3533,2lwk.A.6,train,False
3534,2lwk.A.7,train,True
3535,2lwk.A.8,train,True
3536,2lwk.A.9,train,True
3537,2lwk.A.10,train,True
3538,2lwk.A.11,train,True
3539,2lwk.A.12,train,True
3540,2lwk.A.13,train,True
3541,2lwk.A.14,train,True
3542,2lwk.A.15,train,True
3543,2lwk.A.16,train,False
3544,2lwk.A.17,train,False
3545,2lwk.A.18,train,False
3546,2lwk.A.19,train,False
3547,2lwk.A.20,train,True
3548,2lwk.A.21,train,True
3549,2lwk.A.22,train,True
3550,2lwk.A.23,train,True
3551,2lwk.A.24,train,True
3552,2lwk.A.25,train,True
3553,2lwk.A.26,train,True
3554,2lwk.A.27,train,True
3555,2lwk.A.28,train,False
3556,2lwk.A.29,train,False
3557,2lwk.A.30,train,False
3558,2lwk.A.31,train,False
3559,2lwk.A.32,train,False
3560,2pwt.A.3,test,True
3561,2pwt.A.2,test,True
3562,2pwt.A.4,test,True
3563,2pwt.A.5,test,True
3564,2pwt.A.6,test,True
3565,2pwt.A.7,test,True
3566,2pwt.A.8,test,True
3567,2pwt.A.9,test,True
3568,2pwt.A.10,test,False
3569,2pwt.A.11,test,True
3570,2pwt.A.12,test,True
3571,2pwt.A.13,test,True
3572,2pwt.A.14,test,True
3573,2pwt.A.15,test,True
3574,2pwt.A.16,test,True
3575,2pwt.A.17,test,True
3576,2pwt.A.18,test,True
3577,2pwt.A.19,test,True
3578,2pwt.A.20,test,True
3579,2pwt.A.21,test,True
3580,2pwt.A.22,test,True
3581,1eht.A.2,val,False
3582,1eht.A.1,val,False
3583,1eht.A.3,val,False
3584,1eht.A.4,val,False
3585,1eht.A.5,val,True
3586,1eht.A.6,val,True
3587,1eht.A.7,val,True
3588,1eht.A.8,val,True
3589,1eht.A.9,val,True
3590,1eht.A.10,val,False
3591,1eht.A.11,val,False
3592,1eht.A.12,val,False
3593,1eht.A.13,val,False
3594,1eht.A.14,val,False
3595,1eht.A.15,val,False
3596,1eht.A.16,val,False
3597,1eht.A.17,val,False
3598,1eht.A.18,val,False
3599,1eht.A.19,val,False
3600,1eht.A.20,val,False
3601,1eht.A.21,val,False
3602,1eht.A.22,val,True
3603,1eht.A.23,val,True
3604,1eht.A.24,val,True
3605,1eht.A.25,val,True
3606,1eht.A.26,val,True
3607,1eht.A.27,val,True
3608,1eht.A.28,val,True
3609,1eht.A.29,val,True
3610,1eht.A.30,val,False
3611,1eht.A.31,val,False
3612,1eht.A.32,val,False
3613,1eht.A.33,val,False
